#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
310,Xavier Rathan-Mayes,MEM,5,23.6,2.4,8.4,.286,0.2,2.8,.071,0.8,1.8,.444,2.2,3.6,0.0,1.0,1.0,3.6,1.2,0.6,5.8
311,Jonas Jerebko,UTA,74,15.3,2.1,4.6,.466,0.9,2.1,.414,0.6,0.8,.807,0.4,1.7,0.7,2.6,3.3,0.6,0.3,0.2,5.8
312,Tristan Thompson,CLE,53,20.2,2.5,4.4,.562,0.0,0.0,.000,0.8,1.5,.544,0.7,1.9,2.4,4.3,6.6,0.6,0.3,0.3,5.8
313,Timothe Luwawu-Cabarrot,PHI,52,15.5,1.9,5.1,.375,1.0,3.0,.335,0.9,1.1,.793,0.7,1.9,0.3,1.1,1.4,1.0,0.2,0.1,5.8
314,Jack Cooley,SAC,7,12.5,1.9,3.9,.481,0.0,0.0,.000,2.0,2.7,.737,0.4,1.9,2.0,2.3,4.3,0.9,0.1,0.0,5.7
315,Dante Cunningham,BRK,73,21.4,2.2,5.0,.451,0.8,2.3,.345,0.4,0.7,.596,0.5,1.5,1.1,3.0,4.1,0.7,0.5,0.4,5.7
316,Bismack Biyombo,ORL,82,18.2,2.2,4.3,.520,0.0,0.0,.000,1.2,1.9,.650,1.0,1.9,1.8,4.0,5.7,0.8,0.3,1.2,5.7
317,Jameel Warney,DAL,3,8.9,2.3,4.0,.583,0.0,0.0,.000,1.0,1.7,.600,0.3,0.7,1.3,1.7,3.0,0.0,0.0,0.0,5.7
318,Omri Casspi,GSW,53,14.0,2.3,3.9,.580,0.2,0.4,.455,0.9,1.3,.725,0.7,1.3,0.6,3.2,3.8,1.0,0.3,0.4,5.7
319,Cristiano Felicio,CHI,55,17.8,2.3,3.9,.591,0.0,0.0,.000,1.0,1.5,.667,1.0,1.9,1.5,2.7,4.2,1.0,0.3,0.2,5.6
320,Ivan Rabb,MEM,36,14.3,2.4,4.2,.566,0.0,0.0,.000,0.8,1.0,.806,1.0,1.5,1.5,2.9,4.4,0.9,0.3,0.4,5.6
321,Shaun Livingston,GSW,71,15.9,2.4,4.8,.501,0.0,0.1,.000,0.7,0.9,.820,0.8,1.6,0.5,1.4,1.8,2.0,0.5,0.3,5.5
322,Norman Powell,TOR,70,15.2,2.1,5.3,.401,0.8,2.7,.285,0.5,0.6,.821,0.9,1.6,0.2,1.5,1.7,1.3,0.5,0.2,5.5
323,C.J. Williams,LAC,38,18.6,2.3,5.2,.442,0.6,2.1,.282,0.3,0.4,.812,0.5,1.7,0.3,1.2,1.5,1.1,0.8,0.3,5.5
324,Omari Johnson,MEM,4,18.8,2.2,5.2,.429,1.0,3.0,.333,0.0,0.0,.000,0.8,1.5,1.0,1.8,2.8,1.8,0.5,0.0,5.5
325,Wesley Johnson,LAC,74,20.1,2.0,5.0,.408,0.8,2.4,.339,0.6,0.8,.741,0.7,2.0,0.4,2.5,2.9,0.8,1.0,0.8,5.4
326,Wade Baldwin IV,POR,7,11.5,2.0,3.0,.667,0.6,0.7,.800,0.9,1.4,.600,0.6,1.7,0.1,1.0,1.1,0.7,0.3,0.1,5.4
327,Zaza Pachulia,GSW,69,14.1,2.2,3.8,.564,0.0,0.0,.000,1.1,1.3,.806,1.0,1.8,1.3,3.4,4.7,1.6,0.6,0.2,5.4
328,Vince Carter,SAC,58,17.7,2.0,4.9,.403,1.0,2.8,.345,0.5,0.6,.757,0.6,1.7,0.3,2.2,2.6,1.2,0.7,0.4,5.4
329,Pat Connaughton,POR,82,18.1,2.0,4.8,.423,0.9,2.6,.352,0.5,0.5,.841,0.5,1.5,0.4,1.5,2.0,1.1,0.3,0.3,5.4
330,Jon Leuer,DET,8,17.1,1.9,4.5,.417,0.0,0.4,.000,1.6,1.9,.867,0.9,2.0,0.9,3.1,4.0,0.6,0.1,0.4,5.4
331,Jonathan Isaac,ORL,27,19.8,2.0,5.4,.379,0.6,1.7,.348,0.7,0.9,.760,1.0,1.8,0.6,3.1,3.7,0.7,1.2,1.1,5.4
332,Maxi Kleber,DAL,72,16.8,2.1,4.3,.489,0.6,1.8,.312,0.6,0.8,.746,0.4,1.6,1.0,2.3,3.2,0.7,0.4,0.7,5.4
333,Myke Henry,MEM,20,18.9,2.0,5.5,.376,0.9,2.9,.328,0.3,0.5,.600,0.9,1.4,0.5,1.4,1.9,1.1,1.6,0.3,5.3
334,Ed Davis,POR,78,18.9,2.2,3.7,.582,0.0,0.0,.000,0.9,1.4,.667,0.8,2.4,2.3,5.0,7.4,0.5,0.4,0.7,5.3
335,Corey Brewer,OKC,72,16.8,2.0,4.4,.449,0.4,1.5,.282,0.9,1.2,.722,0.7,1.9,0.6,1.5,2.1,0.9,1.1,0.2,5.3
336,Daniel Theis,BOS,63,14.9,2.0,3.7,.541,0.3,0.9,.310,1.0,1.3,.753,0.9,2.5,1.4,2.9,4.3,0.9,0.5,0.8,5.3
337,DeAndre' Bembry,ATL,26,17.5,2.0,4.9,.414,0.4,1.2,.367,0.7,1.3,.576,1.8,1.5,0.3,2.5,2.8,1.9,0.8,0.5,5.2
338,Brandon Jennings,MIL,14,14.7,1.9,5.1,.375,0.6,2.4,.273,0.7,0.7,1.000,1.3,0.8,0.4,1.9,2.2,3.1,0.4,0.3,5.2
339,Luke Babbitt,MIA,50,14.3,1.8,4.3,.423,1.2,3.1,.385,0.3,0.4,.773,0.4,1.1,0.1,1.8,1.9,0.6,0.2,0.1,5.2
340,Jamel Artis,ORL,15,18.6,2.1,5.3,.392,0.5,1.9,.276,0.5,0.8,.583,0.5,0.7,0.3,2.3,2.5,1.2,0.1,0.2,5.1
341,Willy Hernangomez,CHA,48,10.3,1.9,3.4,.555,0.1,0.2,.417,1.2,1.9,.656,0.7,1.3,1.3,2.5,3.8,0.7,0.4,0.3,5.1
342,Tyus Jones,MIN,82,17.9,1.8,4.0,.457,0.5,1.6,.349,0.9,1.0,.877,0.7,1.3,0.2,1.4,1.6,2.8,1.2,0.1,5.1
343,Rodney McGruder,MIA,18,16.6,2.0,4.1,.493,0.8,1.9,.429,0.2,0.4,.500,0.2,1.2,0.6,1.2,1.8,0.9,0.4,0.2,5.1
344,Channing Frye,LAL,53,13.1,2.0,4.0,.491,0.7,2.2,.339,0.3,0.4,.895,0.4,1.3,0.2,2.3,2.5,0.7,0.3,0.2,5.0
345,Shabazz Muhammad,MIL,43,9.7,2.0,4.4,.447,0.2,0.6,.259,0.9,1.2,.780,0.1,0.7,0.5,1.2,1.8,0.3,0.2,0.1,5.0
346,Andre Roberson,OKC,39,26.6,2.2,4.2,.537,0.2,0.9,.222,0.3,1.0,.316,0.8,2.3,1.9,2.8,4.7,1.2,1.2,0.9,5.0
347,Royce O'Neale,UTA,69,16.7,1.7,4.1,.423,0.6,1.7,.356,0.9,1.1,.803,0.8,1.5,0.4,3.1,3.4,1.4,0.5,0.2,5.0
348,Brandan Wright,HOU,28,13.6,2.1,3.6,.578,0.0,0.0,.000,0.8,1.2,.636,0.3,1.1,1.2,2.2,3.4,0.5,0.5,0.9,5.0
349,Jameer Nelson,DET,50,20.3,1.9,4.9,.389,0.8,2.5,.331,0.3,0.4,.800,1.3,1.6,0.3,1.8,2.1,3.6,0.5,0.1,4.9
350,Noah Vonleh,CHI,54,16.2,1.9,4.3,.444,0.4,1.2,.303,0.7,1.1,.621,0.6,1.3,1.3,4.5,5.8,0.6,0.4,0.3,4.9
351,Cheick Diallo,NOP,52,11.2,2.0,3.4,.580,0.0,0.0,.000,1.0,1.3,.758,0.5,1.6,0.9,3.2,4.1,0.4,0.2,0.4,4.9
352,Ramon Sessions,WAS,28,14.0,1.5,4.2,.359,0.3,0.9,.308,1.6,2.0,.772,1.1,1.0,0.2,1.1,1.4,2.8,0.5,0.1,4.9
353,Jawun Evans,LAC,48,16.2,1.9,5.3,.352,0.3,1.1,.278,0.8,1.0,.776,0.9,2.0,0.2,1.6,1.8,2.1,0.8,0.1,4.8
354,Thon Maker,MIL,74,16.7,1.8,4.3,.411,0.4,1.4,.298,0.9,1.3,.699,0.6,2.2,1.0,2.0,3.0,0.6,0.5,0.7,4.8
355,JaVale McGee,GSW,65,9.5,2.1,3.4,.621,0.0,0.1,.000,0.6,0.8,.731,0.4,1.4,0.9,1.7,2.6,0.5,0.3,0.9,4.8
356,Ian Mahinmi,WAS,77,14.9,1.8,3.2,.556,0.0,0.0,.000,1.2,1.7,.703,1.3,3.0,1.8,2.3,4.1,0.7,0.5,0.5,4.8
357,Johnny O'Bryant,CHA,36,10.5,1.9,4.8,.398,0.4,1.2,.326,0.6,0.7,.840,0.4,1.2,0.8,1.8,2.6,0.4,0.2,0.2,4.8
358,Alex Abrines,OKC,75,15.1,1.5,3.9,.395,1.1,2.9,.380,0.5,0.6,.848,0.3,1.7,0.3,1.2,1.5,0.4,0.5,0.1,4.7
359,Tyler Cavanaugh,ATL,39,13.3,1.7,3.9,.441,0.8,2.3,.360,0.4,0.5,.810,0.4,1.6,1.2,2.1,3.3,0.7,0.2,0.1,4.7
360,JaKarr Sampson,SAC,22,15.6,2.0,3.7,.543,0.2,0.5,.500,0.5,0.7,.625,0.4,2.2,1.0,2.6,3.5,0.4,0.4,1.0,4.7
361,Tony Allen,NOP,22,12.4,2.0,4.1,.484,0.2,0.5,.333,0.5,1.0,.524,0.9,2.2,0.9,1.2,2.1,0.4,0.5,0.1,4.7
362,Jaylen Morris,ATL,6,16.4,2.2,5.3,.406,0.3,1.7,.200,0.0,0.0,.000,1.0,0.3,0.3,2.3,2.7,1.2,0.3,0.2,4.7
363,Willie Reed,DET,42,10.2,1.9,2.9,.669,0.0,0.0,.500,0.8,1.3,.582,0.5,1.3,0.8,2.0,2.9,0.2,0.2,0.5,4.6
364,Jalen Jones,DAL,16,11.3,1.6,4.2,.382,0.6,1.6,.385,0.8,1.2,.632,0.4,1.4,0.8,1.6,2.4,0.2,0.3,0.1,4.6
365,Amir Johnson,PHI,74,15.8,1.9,3.5,.538,0.1,0.4,.312,0.7,1.1,.612,0.7,2.6,1.7,2.8,4.5,1.6,0.6,0.6,4.6
366,Andrew White,ATL,15,13.9,1.7,4.9,.342,1.2,3.3,.367,0.1,0.3,.250,0.5,0.8,0.3,2.0,2.3,0.4,0.2,0.1,4.6
367,Jordan Bell,GSW,57,14.2,2.0,3.2,.627,0.0,0.1,.000,0.5,0.8,.682,0.9,1.6,1.1,2.6,3.6,1.8,0.6,1.0,4.6
368,Michael Carter-Williams,CHA,52,16.1,1.5,4.4,.332,0.3,1.1,.237,1.4,1.7,.820,1.0,1.9,0.7,1.9,2.7,2.2,0.8,0.4,4.6
369,Jose Calderon,CLE,57,16.0,1.6,3.2,.503,0.8,1.7,.464,0.4,0.5,.800,0.7,1.4,0.2,1.2,1.5,2.1,0.5,0.0,4.5
370,Raulzinho Neto,UTA,41,12.1,1.7,3.7,.457,0.5,1.1,.404,0.6,0.9,.743,0.9,0.9,0.2,1.0,1.2,1.8,0.3,0.1,4.5
371,Isaiah Hicks,NYK,18,13.3,1.8,4.0,.458,0.1,0.5,.222,0.7,1.0,.667,0.9,2.5,0.6,1.7,2.3,0.9,0.1,0.2,4.4
372,Iman Shumpert,CLE,14,19.7,1.6,4.1,.379,0.5,1.9,.269,0.8,1.1,.733,1.1,1.6,0.5,2.4,2.9,1.2,0.6,0.3,4.4
373,Zach Collins,POR,66,15.8,1.7,4.4,.398,0.5,1.7,.310,0.4,0.6,.643,0.9,2.0,0.7,2.7,3.3,0.8,0.3,0.5,4.4
374,Nik Stauskas,BRK,41,12.8,1.5,3.8,.390,1.0,2.4,.400,0.5,0.7,.724,0.6,0.6,0.1,1.5,1.6,1.0,0.2,0.1,4.4
375,Travis Wear,LAL,17,13.4,1.5,4.2,.347,1.0,2.8,.362,0.5,0.5,1.000,0.4,1.8,0.0,2.2,2.2,0.4,0.2,0.3,4.4
376,Emeka Okafor,NOP,26,13.6,1.8,3.7,.505,0.0,0.0,.000,0.7,0.8,.818,0.5,1.2,1.8,2.8,4.6,0.3,0.3,1.0,4.4
377,Nerlens Noel,DAL,30,15.7,1.8,3.5,.524,0.0,0.0,.000,0.7,0.9,.750,0.9,2.0,1.6,4.0,5.6,0.7,1.0,0.7,4.4
378,Treveon Graham,CHA,63,16.7,1.5,3.5,.434,0.6,1.5,.412,0.7,0.9,.695,0.4,1.7,0.7,1.3,1.9,0.9,0.5,0.0,4.3
379,Matt Dellavedova,MIL,38,18.7,1.4,4.0,.362,0.8,2.1,.372,0.7,0.7,.926,1.3,1.8,0.4,1.3,1.7,3.8,0.4,0.0,4.3
380,Miles Plumlee,ATL,55,16.7,1.9,3.3,.583,0.0,0.0,.000,0.5,1.1,.450,1.1,1.4,1.4,2.7,4.1,0.8,0.3,0.5,4.3
381,Shane Larkin,BOS,54,14.3,1.6,4.1,.384,0.6,1.6,.360,0.6,0.7,.865,0.6,1.1,0.3,1.4,1.7,1.8,0.5,0.0,4.3
382,Khem Birch,ORL,42,13.8,1.6,3.0,.540,0.0,0.0,.000,1.0,1.5,.689,0.5,1.3,1.7,2.6,4.3,0.8,0.4,0.5,4.2
383,Timofey Mozgov,BRK,31,11.6,1.7,3.0,.559,0.1,0.6,.222,0.7,1.0,.767,1.1,1.3,1.0,2.1,3.2,0.4,0.2,0.4,4.2
384,Adreian Payne,ORL,5,8.5,1.4,2.0,.700,0.4,0.6,.667,1.0,1.2,.833,0.4,1.2,0.4,1.4,1.8,0.0,0.4,0.0,4.2
385,Torrey Craig,DEN,39,16.1,1.6,3.5,.453,0.4,1.5,.293,0.6,0.9,.629,0.5,1.6,1.0,2.2,3.3,0.6,0.3,0.4,4.2
386,Sam Dekker,LAC,73,12.1,1.8,3.5,.494,0.1,0.8,.167,0.5,0.8,.661,0.5,1.0,0.6,1.8,2.4,0.5,0.3,0.1,4.2
387,Tyler Ennis,LAL,54,12.7,1.7,4.1,.420,0.3,1.0,.250,0.4,0.5,.759,0.7,1.4,0.4,1.4,1.8,1.9,0.6,0.2,4.1
388,Damyean Dotson,NYK,44,10.8,1.6,3.7,.447,0.5,1.5,.324,0.4,0.5,.696,0.4,0.8,0.2,1.7,1.9,0.7,0.3,0.0,4.1
389,Glenn Robinson,IND,23,14.7,1.6,3.7,.424,0.6,1.5,.412,0.4,0.5,.818,0.2,0.6,0.5,1.1,1.6,0.7,0.6,0.0,4.1
390,Joffrey Lauvergne,SAS,55,9.7,1.8,3.5,.516,0.0,0.1,.000,0.5,0.9,.638,0.6,0.8,1.1,2.0,3.1,0.7,0.2,0.1,4.1
391,Alec Peters,PHX,20,11.2,1.4,3.7,.378,0.9,2.9,.310,0.4,0.5,.800,0.2,0.7,0.4,1.4,1.9,0.6,0.1,0.1,4.1
392,Lance Thomas,NYK,73,18.5,1.4,3.7,.382,0.7,1.7,.403,0.6,0.7,.830,0.6,1.8,0.6,1.8,2.4,0.6,0.4,0.2,4.1
393,Kevon Looney,GSW,66,13.8,1.7,2.9,.580,0.0,0.1,.200,0.6,1.2,.545,0.5,1.6,1.3,2.0,3.3,0.6,0.5,0.8,4.0
394,Jordan Mickey,MIA,23,12.3,1.7,3.6,.476,0.1,0.7,.125,0.6,0.8,.684,0.8,1.6,0.8,2.7,3.5,0.4,0.3,0.4,4.0
395,Paul Zipser,CHI,54,15.2,1.5,4.3,.346,0.7,2.0,.336,0.4,0.5,.760,0.8,1.6,0.2,2.2,2.4,0.9,0.4,0.3,4.0
396,Sterling Brown,MIL,54,14.4,1.5,3.8,.400,0.6,1.7,.352,0.4,0.4,.875,0.5,1.5,0.5,2.1,2.6,0.5,0.6,0.2,4.0
397,Patrick McCaw,GSW,57,16.9,1.6,3.9,.409,0.3,1.4,.237,0.5,0.6,.765,0.7,1.2,0.3,1.2,1.4,1.4,0.8,0.2,4.0
398,Alan Williams,PHX,5,14.1,1.4,3.6,.389,0.0,0.0,.000,1.2,1.8,.667,1.4,2.6,0.6,3.8,4.4,1.6,1.0,0.2,4.0
399,Chinanu Onuaku,HOU,1,21.6,2.0,5.0,.400,0.0,0.0,.000,0.0,0.0,.000,3.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0
400,Henry Ellenson,DET,38,8.7,1.4,3.8,.363,0.5,1.6,.333,0.7,0.8,.862,0.5,0.6,0.3,1.9,2.1,0.5,0.1,0.0,4.0
401,Joe Young,IND,53,10.5,1.5,3.5,.430,0.5,1.2,.379,0.4,0.5,.759,0.5,0.7,0.2,1.0,1.2,0.7,0.3,0.0,3.9
402,Cedi Osman,CLE,61,11.0,1.5,3.0,.484,0.5,1.4,.368,0.4,0.8,.565,0.5,1.3,0.3,1.7,2.0,0.7,0.4,0.0,3.9
403,Patrick Patterson,OKC,82,15.5,1.3,3.2,.398,0.8,2.1,.386,0.5,0.6,.870,0.4,1.1,0.4,2.0,2.4,0.7,0.6,0.3,3.9
404,Sindarius Thornwell,LAC,73,15.8,1.4,3.2,.429,0.3,0.8,.377,0.8,1.2,.670,0.7,1.7,0.5,1.5,1.9,0.9,0.7,0.3,3.9
405,R.J. Hunter,HOU,5,9.0,1.4,4.0,.350,0.6,2.8,.214,0.4,0.4,1.000,0.4,1.4,0.0,1.0,1.0,0.6,0.6,0.0,3.8
406,Ivica Zubac,LAL,43,9.5,1.4,2.8,.500,0.0,0.0,.000,0.9,1.2,.765,0.6,1.1,1.0,1.8,2.9,0.6,0.2,0.3,3.7
407,Ante Zizic,CLE,32,6.7,1.5,2.1,.731,0.0,0.0,.000,0.7,0.9,.724,0.3,0.9,0.8,1.1,1.9,0.2,0.1,0.4,3.7
408,Wesley Iwundu,ORL,62,16.5,1.5,3.5,.427,0.1,0.7,.196,0.5,0.8,.723,0.5,1.3,0.6,1.6,2.2,0.9,0.5,0.2,3.7
409,Marquis Teague,MEM,3,24.6,1.3,5.3,.250,0.3,1.3,.250,0.7,1.7,.400,1.0,1.7,0.3,1.7,2.0,4.3,1.3,0.0,3.7
410,Alex Caruso,LAL,37,15.2,1.4,3.1,.431,0.4,1.2,.302,0.6,0.8,.700,1.1,1.4,0.4,1.4,1.8,2.0,0.6,0.3,3.6
411,Kay Felder,DET,16,8.7,1.3,4.4,.300,0.2,1.2,.211,0.7,0.8,.917,1.0,0.7,0.2,0.9,1.1,1.2,0.2,0.1,3.6
412,Tarik Black,HOU,51,10.5,1.5,2.5,.591,0.0,0.2,.091,0.6,1.2,.460,0.7,2.1,1.2,2.0,3.2,0.3,0.4,0.6,3.5
413,Salah Mejri,DAL,61,11.9,1.4,2.2,.642,0.0,0.0,.000,0.6,1.1,.576,0.6,2.0,1.4,2.6,4.0,0.6,0.4,1.1,3.5
414,Jason Smith,WAS,33,8.6,1.4,3.5,.391,0.1,1.0,.125,0.6,0.6,.905,0.5,1.3,0.5,1.1,1.6,0.4,0.1,0.4,3.4
415,Malachi Richardson,TOR,26,12.4,1.2,3.5,.333,0.5,1.5,.300,0.7,0.8,.773,0.4,1.0,0.2,1.1,1.3,0.5,0.4,0.0,3.4
416,Milton Doyle,BRK,10,12.5,1.3,4.7,.277,0.4,2.3,.174,0.4,0.8,.500,0.2,1.3,0.3,1.5,1.8,1.0,0.6,0.2,3.4
417,"Walt Lemon, Jr.",NOP,5,7.0,1.4,3.2,.438,0.2,0.2,1.000,0.4,0.6,.667,0.8,1.0,0.0,0.4,0.4,1.0,0.0,0.2,3.4
418,Meyers Leonard,POR,33,7.7,1.4,2.4,.590,0.3,0.8,.423,0.3,0.3,.818,0.3,1.1,0.4,1.8,2.1,0.5,0.2,0.0,3.4
419,Arron Afflalo,ORL,53,12.9,1.2,3.1,.401,0.5,1.3,.386,0.4,0.5,.846,0.4,1.1,0.1,1.2,1.2,0.6,0.1,0.2,3.4
420,Okaro White,MIA,6,13.3,1.2,2.7,.438,0.7,1.8,.364,0.3,0.5,.667,0.2,1.0,0.5,1.3,1.8,0.3,0.2,0.2,3.3
421,Monte Morris,DEN,3,8.4,1.3,2.0,.667,0.0,0.3,.000,0.7,0.7,1.000,0.3,0.3,0.0,0.7,0.7,2.3,1.0,0.0,3.3
422,David Stockton,UTA,3,3.1,0.7,1.0,.667,0.7,1.0,.667,1.3,1.3,1.000,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
423,Dwayne Bacon,CHA,53,13.5,1.4,3.6,.375,0.2,0.8,.256,0.4,0.5,.800,0.4,0.9,0.1,2.3,2.3,0.7,0.3,0.0,3.3
424,Juancho Hernangomez,DEN,25,11.1,1.2,3.0,.387,0.6,2.0,.280,0.4,0.5,.833,0.4,1.0,0.7,1.4,2.2,0.5,0.2,0.1,3.3
425,Jason Terry,MIL,51,16.0,1.2,3.0,.383,0.8,2.3,.348,0.2,0.2,.889,0.5,1.0,0.1,0.8,0.9,1.2,0.8,0.3,3.3
426,Derrick White,SAS,17,8.2,0.9,1.9,.485,0.5,0.8,.615,0.8,1.2,.700,0.4,0.5,0.3,1.2,1.5,0.5,0.2,0.2,3.2
427,Jared Dudley,PHX,48,14.3,1.0,2.5,.393,0.6,1.7,.362,0.6,0.7,.771,0.6,1.8,0.2,1.8,2.0,1.6,0.5,0.2,3.2
428,Malik Beasley,DEN,62,9.4,1.2,2.9,.410,0.5,1.3,.341,0.4,0.5,.667,0.4,0.6,0.2,0.9,1.1,0.5,0.2,0.1,3.2
429,Kyle Collinsworth,DAL,32,15.0,1.2,3.1,.384,0.1,0.5,.235,0.7,1.2,.525,0.8,1.4,1.0,2.3,3.3,1.8,0.5,0.3,3.2
430,Terrance Ferguson,OKC,61,12.5,1.1,2.8,.414,0.7,2.0,.333,0.1,0.2,.900,0.2,1.4,0.3,0.5,0.8,0.3,0.4,0.2,3.1
431,Derrick Jones,MIA,20,12.3,1.1,2.6,.396,0.1,0.9,.167,0.8,1.2,.667,0.3,1.2,1.1,0.8,1.9,0.5,0.2,0.7,3.0
432,Abdel Nader,BOS,48,10.9,1.0,3.1,.336,0.5,1.4,.354,0.5,0.8,.590,0.7,0.9,0.3,1.2,1.5,0.5,0.3,0.2,3.0
433,Gary Payton II,LAL,23,9.6,1.3,3.2,.405,0.3,1.1,.240,0.1,0.4,.333,0.3,1.3,0.6,1.3,1.9,0.9,0.3,0.1,3.0
434,Davon Reed,PHX,21,11.5,1.0,3.6,.289,0.5,1.8,.289,0.4,0.6,.667,0.5,0.8,0.1,1.8,1.9,0.6,0.5,0.1,3.0
435,Jabari Bird,BOS,13,8.8,1.2,2.0,.577,0.2,0.5,.429,0.5,1.0,.462,0.6,0.5,0.5,1.0,1.5,0.6,0.2,0.1,3.0
436,Nigel Hayes,SAC,9,13.6,1.2,3.7,.333,0.4,1.8,.250,0.1,0.3,.333,0.2,0.9,0.4,2.0,2.4,0.7,0.2,0.3,3.0
437,Anthony Brown,MIN,1,3.7,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
438,Kendrick Perkins,CLE,1,14.5,1.0,2.0,.500,0.0,0.0,.000,1.0,2.0,.500,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0
439,Naz Long,UTA,1,0.5,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
440,Tim Frazier,WAS,59,14.2,1.2,2.9,.395,0.3,0.9,.304,0.4,0.5,.767,1.0,1.6,0.3,1.6,1.9,3.3,0.8,0.1,3.0
441,T.J. Leaf,IND,53,8.6,1.2,2.6,.471,0.3,0.8,.429,0.2,0.3,.625,0.2,0.8,0.5,1.0,1.5,0.2,0.1,0.1,2.9
442,Gian Clavell,DAL,7,9.1,0.9,2.6,.333,0.9,2.1,.400,0.3,0.3,1.000,0.3,1.1,0.1,0.9,1.0,0.4,0.3,0.0,2.9
443,Darrell Arthur,DEN,19,7.4,1.2,2.5,.468,0.4,1.2,.348,0.1,0.2,.667,0.8,1.2,0.2,0.6,0.8,0.5,0.4,0.2,2.8
444,James Young,PHI,6,10.2,0.8,2.3,.357,0.5,1.7,.300,0.7,1.0,.667,0.2,0.7,0.0,0.3,0.3,0.3,0.0,0.0,2.8
445,Briante Weber,MEM,18,13.1,1.1,2.4,.442,0.2,0.6,.364,0.4,0.6,.800,0.8,1.6,0.4,1.5,1.9,1.2,1.0,0.3,2.8
446,Semi Ojeleye,BOS,73,15.8,0.9,2.6,.346,0.5,1.7,.320,0.3,0.6,.610,0.3,1.2,0.5,1.7,2.2,0.3,0.3,0.1,2.7
447,James McAdoo,PHI,3,6.0,0.7,2.3,.286,0.7,2.3,.286,0.7,0.7,1.000,0.3,0.3,0.0,0.7,0.7,0.0,0.0,0.3,2.7
448,Ekpe Udoh,UTA,63,12.8,1.0,1.9,.500,0.0,0.0,.000,0.7,0.9,.750,0.3,1.7,1.1,1.3,2.4,0.8,0.7,1.2,2.6
449,Josh Magette,ATL,18,12.0,0.8,2.6,.326,0.4,1.2,.364,0.4,0.4,1.000,0.5,0.9,0.1,0.9,1.1,3.2,0.4,0.1,2.6
450,Malcolm Miller,TOR,15,8.4,0.9,1.9,.464,0.5,1.4,.381,0.3,0.3,1.000,0.3,0.7,0.3,0.7,1.0,0.2,0.1,0.1,2.5
451,Bobby Brown,HOU,20,5.7,0.9,2.9,.328,0.6,2.0,.275,0.1,0.1,.500,0.5,0.3,0.0,0.3,0.3,0.6,0.2,0.0,2.5
452,Lucas Nogueira,TOR,49,8.5,1.0,1.6,.613,0.1,0.4,.263,0.4,0.6,.679,0.3,1.0,0.4,1.4,1.8,0.4,0.5,0.9,2.5
453,Ron Baker,NYK,29,13.3,0.7,2.0,.339,0.4,1.1,.333,0.7,0.9,.769,0.6,1.1,0.2,0.9,1.0,1.6,0.9,0.2,2.4
454,Chris McCullough,WAS,19,4.7,0.9,2.2,.429,0.1,0.4,.125,0.5,0.7,.643,0.1,0.4,0.4,0.9,1.3,0.2,0.0,0.3,2.4
455,Solomon Hill,NOP,12,15.6,0.9,3.4,.268,0.3,1.8,.190,0.2,0.5,.500,0.8,1.8,0.8,2.2,3.0,1.8,0.6,0.1,2.4
456,Marcus Paige,CHA,5,5.6,0.8,2.8,.286,0.4,1.6,.250,0.4,0.4,1.000,0.0,0.0,0.0,0.8,0.8,0.6,0.0,0.0,2.4
457,Guerschon Yabusele,BOS,33,7.1,0.8,1.8,.426,0.4,1.1,.324,0.5,0.7,.682,0.4,0.7,0.5,1.1,1.6,0.5,0.1,0.2,2.4
458,Brice Johnson,MEM,18,5.4,1.1,2.3,.476,0.0,0.1,.000,0.2,0.3,.600,0.3,0.7,0.5,1.2,1.7,0.1,0.5,0.3,2.4
459,Aaron Brooks,MIN,32,5.9,0.9,2.2,.406,0.3,1.0,.355,0.2,0.3,.727,0.3,0.9,0.2,0.3,0.5,0.6,0.2,0.0,2.3
460,Josh Huestis,OKC,69,14.2,0.9,2.6,.330,0.5,1.7,.287,0.1,0.3,.300,0.4,1.2,0.6,1.7,2.3,0.3,0.2,0.6,2.3
461,Brandon Paul,SAS,64,9.0,0.9,2.0,.433,0.2,0.8,.278,0.3,0.7,.512,0.5,0.9,0.1,1.0,1.1,0.6,0.4,0.1,2.3
462,Rashad Vaughn,ORL,28,7.6,0.8,2.0,.411,0.5,1.3,.378,0.1,0.2,.667,0.2,0.5,0.1,0.6,0.8,0.5,0.2,0.1,2.3
463,Lorenzo Brown,TOR,14,9.9,1.0,2.4,.412,0.1,0.9,.167,0.1,0.1,1.000,0.2,0.5,0.1,1.0,1.1,0.9,0.4,0.0,2.3
464,Caleb Swanigan,POR,27,7.0,0.9,2.2,.400,0.0,0.3,.125,0.4,0.7,.667,0.7,1.4,0.6,1.4,2.0,0.5,0.2,0.1,2.3
